,Cliente,Sexo,Idade,Empresa,Salario,Saldo_cc,Saldo_poupança,Saldo_investimento,Devedor_cartao,Inadimplente
85598,85598,M,33,Pública,5276.0,752.9,0.0,0.0,3789.27,0
93078,93078,M,37,Privada,5925.08,670.68,0.0,0.0,3089.4,1
21072,21072,F,27,Pública,5132.0,211.02,0.0,0.0,2191.98,0
29073,29073,M,33,Autônomo,5582.08,430.42,0.0,0.0,4659.09,1
76231,76231,M,32,Privada,5565.0,912.73,0.0,0.0,5094.35,0
86785,86785,F,30,Pública,5204.0,907.91,15569.87,18415.82,0.0,0
65976,65976,F,28,Autônomo,4940.0,356.36,0.0,0.0,3821.25,0
62558,62558,M,33,Privada,5762.4,686.63,0.0,0.0,4164.88,1
53041,53041,M,35,Privada,5780.0,667.87,0.0,0.0,4493.74,0
54205,54205,M,32,Privada,5507.0,557.65,0.0,0.0,2388.25,0
8416,8416,F,31,Pública,5437.0,582.18,0.0,0.0,323.32,0
55134,55134,F,29,Privada,5204.0,540.35,0.0,0.0,3157.36,0
17084,17084,M,31,Privada,5482.0,1196.22,0.0,0.0,2505.52,0
87139,87139,M,33,Privada,5692.0,846.82,0.0,0.0,5381.3,0
16311,16311,F,42,Autônomo,6894.3,800.71,0.0,0.0,6395.53,1
30593,30593,M,32,Privada,5661.0,787.17,0.0,0.0,3804.18,0
86058,86058,M,34,Privada,5600.0,811.49,0.0,0.0,5523.43,0
31261,31261,M,36,Privada,6089.0,1219.69,18210.2,14163.59,0.0,0
98433,98433,M,32,Privada,5672.0,859.53,0.0,0.0,1686.45,0
73275,73275,M,34,Privada,5730.0,644.8,0.0,0.0,2261.55,0
74307,74307,M,36,Privada,5880.0,983.34,0.0,0.0,5342.81,1
27167,27167,F,27,Privada,5055.0,823.3,0.0,0.0,2043.12,0
34855,34855,F,36,Privada,5824.0,753.73,0.0,0.0,3880.25,0
84573,84573,F,29,Pública,5275.34,642.73,0.0,0.0,5603.77,1
60109,60109,F,32,Privada,5896.0,863.73,0.0,0.0,2231.39,0
72154,72154,F,35,Privada,5901.56,487.07,0.0,0.0,6240.89,1
27478,27478,M,32,Privada,5513.0,847.53,0.0,0.0,1324.31,0
68535,68535,M,34,Privada,5891.0,1003.28,0.0,0.0,3292.57,0
39184,39184,F,30,Privada,5067.58,617.61,0.0,0.0,3359.57,1
73575,73575,M,31,Autônomo,5357.0,1073.1,0.0,0.0,4323.29,0
6444,6444,F,29,Privada,4981.0,208.98,0.0,0.0,858.02,0
47137,47137,M,30,Autônomo,5247.9,995.75,0.0,0.0,2868.95,1
54472,54472,F,27,Autônomo,4473.0,391.35,0.0,0.0,1480.68,0
62302,62302,F,29,Pública,5134.0,569.24,0.0,0.0,2806.04,0
37930,37930,M,33,Privada,5844.0,1072.79,17375.57,10461.33,0.0,0
76274,76274,F,30,Privada,4871.58,391.28,0.0,0.0,7504.65,1
31957,31957,M,30,Pública,5286.0,572.99,0.0,0.0,2887.86,0
89024,89024,F,32,Pública,5295.0,778.68,0.0,0.0,2367.68,0
53977,53977,F,32,Privada,5437.04,413.55,0.0,0.0,6096.15,1
31894,31894,M,32,Pública,5595.0,734.97,0.0,0.0,2728.51,0
70349,70349,F,31,Privada,5165.0,725.04,0.0,0.0,2114.66,0
44616,44616,F,28,Privada,5128.0,693.8,0.0,0.0,3521.57,0
86851,86851,M,30,Pública,5752.0,782.57,0.0,0.0,5917.2,0
91469,91469,M,29,Privada,5616.0,1094.97,16934.28,15539.17,0.0,0
38321,38321,F,31,Privada,5466.0,698.7,0.0,0.0,2206.5,0
60778,60778,M,32,Pública,5395.0,639.53,16063.39,11702.4,0.0,0
74871,74871,F,31,Privada,5270.0,697.01,0.0,0.0,4630.79,0
46630,46630,M,34,Privada,5900.0,1182.07,0.0,0.0,1611.79,0
5221,5221,M,40,Privada,6572.0,1308.23,0.0,0.0,2963.66,0
73447,73447,M,33,Privada,5828.0,1050.05,17261.59,7357.94,0.0,0
32568,32568,F,34,Privada,5681.0,836.37,0.0,0.0,3791.73,0
17276,17276,F,30,Pública,5333.0,771.88,0.0,0.0,1866.75,0
37257,37257,M,36,Pública,5712.42,568.72,0.0,0.0,5944.79,1
11131,11131,F,31,Pública,5382.0,771.15,16332.53,14923.11,0.0,0
16841,16841,F,31,Privada,5278.28,372.55,0.0,0.0,3540.68,1
62252,62252,M,33,Privada,5694.0,1013.26,0.0,0.0,0.0,0
61688,61688,M,33,Privada,5511.0,303.15,0.0,0.0,3123.06,0
63477,63477,M,33,Privada,5757.0,441.33,0.0,0.0,2197.33,0
94357,94357,F,32,Privada,5371.0,770.32,16146.83,9892.27,0.0,0
16823,16823,M,34,Privada,5567.0,891.32,0.0,0.0,2784.25,0
68831,68831,M,32,Privada,5754.0,755.71,0.0,0.0,4040.81,0
65656,65656,M,33,Privada,5624.0,1024.77,0.0,0.0,561.62,0
73949,73949,M,31,Privada,5433.12,440.9,0.0,0.0,4646.23,1
7189,7189,F,28,Pública,5056.0,588.1,0.0,0.0,3581.04,0
8660,8660,M,32,Pública,5395.88,456.55,0.0,0.0,3358.15,1
3439,3439,M,33,Privada,5459.58,580.45,0.0,0.0,7196.97,1
94937,94937,F,33,Privada,5689.88,641.14,0.0,0.0,5515.78,1
51132,51132,F,33,Privada,5484.0,844.3,0.0,0.0,2145.54,0
54529,54529,M,31,Privada,5616.0,780.54,0.0,0.0,2535.46,0
31430,31430,M,30,Autônomo,5350.0,803.47,0.0,0.0,2709.68,0
70461,70461,F,30,Privada,5498.78,500.17,0.0,0.0,720.67,1
59114,59114,M,36,Privada,5912.0,1038.5,0.0,0.0,169.79,0
28995,28995,F,31,Privada,5330.0,711.74,0.0,0.0,2609.0,0
78816,78816,F,31,Pública,5167.54,624.22,0.0,0.0,4968.0,1
55317,55317,F,27,Autônomo,4665.78,219.05,0.0,0.0,5766.81,1
22436,22436,F,28,Privada,5006.0,550.45,0.0,0.0,426.83,0
41408,41408,M,31,Privada,5510.0,1188.2,0.0,0.0,3813.39,0
98874,98874,M,35,Privada,5595.8,477.41,0.0,0.0,7202.16,1
43865,43865,M,33,Privada,5461.54,338.0,0.0,0.0,2034.24,1
13024,13024,M,37,Privada,6077.0,891.74,0.0,0.0,2792.82,0
50164,50164,M,31,Pública,5424.0,801.46,16385.14,6570.09,0.0,0
62856,62856,F,30,Privada,5478.0,782.67,16202.27,12882.05,0.0,0
18782,18782,F,31,Pública,5035.0,618.88,15068.29,11557.75,0.0,0
63225,63225,F,28,Privada,5105.0,338.11,15456.13,10595.93,0.0,0
59034,59034,M,33,Privada,6057.0,963.98,0.0,0.0,5454.15,0
16565,16565,M,31,Autônomo,5696.0,970.84,0.0,0.0,793.23,0
53493,53493,F,33,Privada,5527.0,814.58,0.0,0.0,1922.21,0
60048,60048,F,32,Privada,5408.0,785.95,0.0,0.0,1486.1,0
58344,58344,M,33,Privada,5517.0,775.51,0.0,0.0,4420.78,0
73976,73976,F,31,Pública,5257.7,596.45,0.0,0.0,1378.54,1
36796,36796,F,29,Privada,5242.0,847.26,0.0,0.0,0.0,0
6355,6355,F,28,Privada,5315.0,745.81,0.0,0.0,2620.62,0
80732,80732,F,34,Autônomo,5584.0,641.11,16567.85,11419.86,0.0,0
2141,2141,F,29,Pública,5218.0,1141.87,0.0,0.0,3895.29,0
23748,23748,F,30,Privada,5299.0,677.48,15854.25,8134.35,0.0,0
79710,79710,M,31,Pública,5440.0,763.55,0.0,0.0,4541.9,0
81904,81904,F,30,Autônomo,5173.0,875.18,0.0,0.0,4180.79,0
17417,17417,M,35,Pública,5724.0,656.44,17224.05,13279.77,0.0,0
36494,36494,M,35,Privada,6403.32,1046.7,0.0,0.0,2670.8,1
59603,59603,F,28,Pública,5111.0,970.02,0.0,0.0,1242.4,0
42239,42239,M,35,Pública,5314.0,692.99,0.0,0.0,4058.47,0
37195,37195,F,26,Autônomo,4824.0,547.97,14277.79,11677.59,0.0,0
38566,38566,M,31,Autônomo,5507.0,1080.42,0.0,0.0,2213.2,0
52051,52051,F,28,Pública,5013.68,451.91,0.0,0.0,5458.59,1
14546,14546,F,30,Privada,5147.0,409.01,0.0,0.0,1383.8,0
35756,35756,M,28,Autônomo,5097.0,340.1,0.0,0.0,2118.44,0
75014,75014,F,28,Pública,5117.0,669.39,0.0,0.0,1448.67,0
49796,49796,F,34,Pública,5506.0,299.12,0.0,0.0,3180.75,0
20788,20788,F,34,Privada,5563.0,848.82,0.0,0.0,3833.8,0
99083,99083,M,32,Pública,5555.62,545.33,0.0,0.0,4458.62,1
40423,40423,M,35,Privada,6184.0,1152.23,0.0,0.0,3538.43,0
84380,84380,M,31,Pública,5402.0,906.16,0.0,0.0,659.47,0
5905,5905,M,35,Privada,5809.44,879.06,0.0,0.0,5325.71,1
56578,56578,M,35,Privada,6186.0,995.22,0.0,0.0,4618.21,0
42344,42344,M,34,Privada,5700.66,655.97,0.0,0.0,4661.23,1
84095,84095,F,35,Privada,6168.0,1200.09,0.0,0.0,3995.01,0
63997,63997,M,33,Privada,5731.0,936.97,17060.85,11681.31,0.0,0
26823,26823,F,28,Privada,5027.0,758.1,0.0,0.0,2716.1,0
97690,97690,M,35,Privada,5949.58,820.18,0.0,0.0,4954.12,1
94595,94595,F,28,Pública,5257.0,558.96,0.0,0.0,4560.24,0
24961,24961,M,33,Privada,5661.46,837.38,0.0,0.0,5062.33,1
70467,70467,M,28,Autônomo,5059.0,811.79,15250.25,10207.21,0.0,0
2496,2496,F,33,Privada,5071.0,625.24,0.0,0.0,4869.81,0
25819,25819,F,33,Privada,5289.0,760.77,0.0,0.0,2830.05,0
61469,61469,F,30,Autônomo,5019.56,429.48,0.0,0.0,5262.84,1
95901,95901,M,31,Privada,5732.0,956.51,0.0,0.0,4504.73,0
49951,49951,M,35,Privada,5719.0,750.11,0.0,0.0,1955.77,0
52840,52840,M,29,Pública,5395.0,925.1,16197.14,8042.66,0.0,0
69036,69036,M,35,Privada,6068.0,959.99,18187.77,11739.0,0.0,0
44646,44646,F,35,Privada,5402.74,743.93,0.0,0.0,2066.17,1
98065,98065,F,31,Pública,5289.06,735.76,0.0,0.0,4024.55,1
10954,10954,M,34,Privada,5897.0,1261.86,0.0,0.0,1610.64,0
45079,45079,M,31,Privada,5556.0,1008.25,0.0,0.0,3714.14,0
34945,34945,M,32,Privada,5591.0,743.62,0.0,0.0,3378.9,0
9669,9669,M,33,Privada,6030.0,1029.76,18248.42,9973.08,0.0,0
28481,28481,F,31,Pública,5022.5,602.58,0.0,0.0,5131.83,1
40990,40990,M,33,Privada,5701.64,681.9,0.0,0.0,3141.71,1
39347,39347,F,33,Privada,5857.46,906.53,0.0,0.0,4882.77,1
34707,34707,M,31,Autônomo,5474.0,553.34,0.0,0.0,3557.36,0
13248,13248,F,27,Pública,5315.0,505.53,0.0,0.0,858.12,0
93651,93651,M,33,Privada,5427.24,797.41,0.0,0.0,4258.03,1
76227,76227,F,29,Privada,5229.0,594.53,0.0,0.0,2226.25,0
50822,50822,F,30,Privada,5637.0,1143.48,0.0,0.0,5219.88,0
30283,30283,M,35,Privada,5784.0,1011.29,0.0,0.0,1785.28,0
17728,17728,F,28,Pública,5357.0,934.22,0.0,0.0,3286.77,0
66230,66230,F,31,Privada,5284.0,629.48,0.0,0.0,3218.6,0
26094,26094,M,35,Privada,6015.0,1089.61,0.0,0.0,6858.62,0
67743,67743,F,29,Pública,5196.0,794.9,0.0,0.0,2741.81,0
17399,17399,M,31,Privada,5570.32,716.13,0.0,0.0,4571.45,1
74521,74521,M,28,Autônomo,4988.2,544.11,0.0,0.0,5674.95,1
11759,11759,F,31,Privada,5217.52,851.31,0.0,0.0,4323.88,1
28282,28282,M,34,Privada,5775.0,744.45,0.0,0.0,2555.92,0
19163,19163,M,31,Privada,5617.36,634.45,0.0,0.0,4287.37,1
265,265,M,33,Privada,5482.0,963.86,0.0,0.0,4784.13,0
6808,6808,M,29,Pública,5387.0,683.92,0.0,0.0,2021.6,0
19268,19268,F,27,Autônomo,5032.0,534.65,0.0,0.0,3803.87,0
18292,18292,M,31,Pública,5440.0,778.42,0.0,0.0,313.89,0
1768,1768,M,34,Privada,5642.0,1049.69,0.0,0.0,2159.59,0
31883,31883,M,34,Privada,5770.0,542.91,0.0,0.0,5389.41,0
88115,88115,F,32,Privada,5627.0,1037.5,16800.25,12896.8,0.0,0
2805,2805,F,30,Privada,5115.0,1186.28,0.0,0.0,5596.36,0
54947,54947,F,31,Autônomo,4993.0,727.52,15228.02,16217.5,0.0,0
26533,26533,M,33,Privada,5621.0,637.52,0.0,0.0,2414.44,0
90252,90252,F,29,Autônomo,5149.9,605.31,0.0,0.0,1940.31,1
17362,17362,M,36,Privada,6055.0,1440.19,0.0,0.0,2653.05,0
22431,22431,F,30,Pública,5020.0,871.75,0.0,0.0,2105.66,0
27775,27775,F,29,Pública,5298.0,966.52,0.0,0.0,4168.05,0
16203,16203,M,32,Privada,5777.0,739.96,0.0,0.0,2688.59,0
78358,78358,F,31,Privada,5313.0,565.13,0.0,0.0,3137.14,0
40586,40586,F,36,Autônomo,5815.0,1059.9,17507.55,9959.59,0.0,0
33322,33322,F,32,Privada,5150.0,1245.11,0.0,0.0,3968.61,0
74261,74261,F,31,Privada,5625.0,1055.65,0.0,0.0,3357.82,0
37534,37534,M,33,Privada,5583.0,905.86,0.0,0.0,2534.54,0
43779,43779,M,33,Privada,5761.0,958.06,0.0,0.0,3159.25,0
7086,7086,M,31,Privada,5740.0,1130.33,0.0,0.0,1754.17,0
39424,39424,M,35,Privada,5731.0,1086.24,0.0,0.0,2527.46,0
65509,65509,F,28,Privada,5128.0,1040.23,15324.55,6262.13,0.0,0
18507,18507,F,28,Autônomo,4935.0,1114.7,0.0,0.0,1490.24,0
22326,22326,M,36,Privada,5628.0,824.03,16388.26,9647.63,0.0,0
49543,49543,F,31,Privada,5340.0,263.87,0.0,0.0,2844.33,0
38014,38014,F,33,Pública,5623.0,902.84,17317.1,9667.03,0.0,0
16201,16201,M,33,Privada,5393.92,457.42,0.0,0.0,4606.19,1
56951,56951,M,35,Privada,5654.6,666.28,0.0,0.0,3892.71,1
82383,82383,F,33,Privada,5677.0,943.28,0.0,0.0,3579.92,0
27832,27832,F,26,Autônomo,4595.22,190.55,0.0,0.0,2122.04,1
98040,98040,F,33,Privada,5239.0,941.27,0.0,0.0,2815.22,0
32185,32185,F,27,Pública,5032.0,1116.87,0.0,0.0,1914.78,0
45350,45350,M,35,Pública,5397.0,826.95,0.0,0.0,2252.93,0
92114,92114,F,33,Privada,5167.54,483.98,0.0,0.0,3870.66,1
23200,23200,F,37,Privada,5992.0,685.34,0.0,0.0,2344.04,0
599,599,F,27,Autônomo,4679.5,329.67,0.0,0.0,3404.25,1
51960,51960,F,25,Autônomo,4617.0,529.7,13922.2,8512.63,0.0,0
15182,15182,M,30,Pública,5498.0,1162.45,0.0,0.0,3233.09,0
25315,25315,M,34,Privada,5697.0,801.48,0.0,0.0,2427.03,0
25005,25005,F,30,Privada,5254.76,690.06,0.0,0.0,3718.71,1
50539,50539,M,33,Privada,5546.0,1137.5,0.0,0.0,1496.98,0
66668,66668,M,33,Autônomo,5679.1,504.97,0.0,0.0,4704.26,1
95889,95889,F,32,Privada,5286.0,996.68,0.0,0.0,7091.23,0
50790,50790,F,31,Autônomo,5351.0,776.67,0.0,0.0,2983.66,0
54089,54089,M,31,Autônomo,5155.0,575.67,0.0,0.0,1998.43,0
61069,61069,M,35,Privada,5920.0,974.46,0.0,0.0,4708.43,0
67105,67105,F,31,Privada,5388.0,610.29,0.0,0.0,4304.89,0
84982,84982,M,34,Privada,5818.26,491.31,0.0,0.0,3993.51,1
8023,8023,F,30,Privada,5364.0,673.97,0.0,0.0,0.0,0
31565,31565,M,33,Privada,5738.88,609.66,0.0,0.0,8675.25,1
18134,18134,F,29,Pública,5103.84,488.77,0.0,0.0,2606.13,1
82670,82670,M,33,Privada,5515.0,874.97,0.0,0.0,887.03,0
19121,19121,F,34,Privada,5630.0,770.21,0.0,0.0,3089.55,0
79748,79748,F,33,Pública,5837.0,777.55,0.0,0.0,5400.14,0
5202,5202,M,30,Pública,5249.0,990.06,0.0,0.0,1696.16,0
39703,39703,M,34,Privada,5745.0,727.71,0.0,0.0,5236.88,0
13857,13857,F,32,Privada,5072.0,634.31,0.0,0.0,150.09,0
2047,2047,F,27,Autônomo,4729.48,556.91,0.0,0.0,5681.34,1
59013,59013,M,30,Privada,5564.0,949.29,0.0,0.0,2060.16,0
18767,18767,M,37,Privada,6257.0,1373.77,0.0,0.0,0.0,0
25817,25817,M,35,Privada,5833.0,1017.72,0.0,0.0,2279.98,0
95621,95621,M,31,Autônomo,5231.24,289.76,0.0,0.0,3420.64,1
94684,94684,M,34,Privada,5900.0,691.69,0.0,0.0,1789.53,0
72661,72661,F,29,Privada,5053.0,389.74,15091.49,9740.55,0.0,0
47260,47260,F,30,Privada,5418.0,462.73,16390.59,9307.15,0.0,0
16999,16999,M,31,Pública,5337.0,1009.71,0.0,0.0,4680.3,0
35478,35478,F,29,Privada,5064.0,724.72,0.0,0.0,4365.26,0
24159,24159,F,31,Privada,5064.0,681.17,0.0,0.0,2868.44,0
73569,73569,F,33,Pública,5360.0,799.52,0.0,0.0,3146.93,0
64861,64861,F,29,Autônomo,4685.38,348.7,0.0,0.0,2898.41,1
50156,50156,M,34,Privada,5603.0,857.57,16604.99,10403.31,0.0,0
77179,77179,F,27,Autônomo,4882.36,554.81,0.0,0.0,1518.87,1
26552,26552,M,38,Privada,6104.0,1097.72,0.0,0.0,1880.85,0
13168,13168,M,37,Privada,5867.0,1185.21,0.0,0.0,2876.51,0
79414,79414,F,31,Autônomo,5200.0,843.95,16045.77,14546.6,0.0,0
47384,47384,F,32,Privada,5368.0,813.07,16223.83,11145.51,0.0,0
46085,46085,M,39,Privada,6157.0,940.43,18804.82,14610.77,0.0,0
89748,89748,M,32,Privada,5807.0,1169.82,0.0,0.0,1400.65,0
14879,14879,M,33,Pública,5615.0,671.0,0.0,0.0,179.35,0
23269,23269,F,31,Privada,5481.0,669.11,0.0,0.0,2792.11,0
40961,40961,F,31,Privada,5289.0,489.27,0.0,0.0,2010.48,0
84923,84923,F,31,Pública,5407.0,460.26,0.0,0.0,5179.0,0
45519,45519,F,27,Autônomo,4595.0,358.99,0.0,0.0,607.35,0
93723,93723,M,36,Privada,5850.0,1075.44,0.0,0.0,0.0,0
27980,27980,M,33,Privada,5554.0,959.86,0.0,0.0,2341.55,0
78867,78867,M,31,Pública,5289.0,646.63,0.0,0.0,0.0,0
52768,52768,F,30,Pública,5198.0,776.19,0.0,0.0,1202.27,0
12819,12819,M,35,Privada,6115.2,786.23,0.0,0.0,3785.23,1
51896,51896,F,27,Pública,5073.0,322.57,0.0,0.0,1962.74,0
44570,44570,F,33,Privada,5584.0,846.86,0.0,0.0,4031.0,0
36646,36646,F,29,Privada,5175.38,627.53,0.0,0.0,192.75,1
14332,14332,M,29,Autônomo,4992.0,760.12,0.0,0.0,2043.9,0
91403,91403,M,33,Privada,5680.08,652.62,0.0,0.0,2528.18,1
95829,95829,M,33,Pública,5878.0,591.1,0.0,0.0,5711.81,0
43552,43552,M,30,Privada,5540.0,893.46,17027.74,11009.8,0.0,0
70913,70913,M,34,Privada,5782.0,517.59,0.0,0.0,3895.28,1
66641,66641,M,36,Privada,5802.0,1062.68,0.0,0.0,2426.27,0
83083,83083,M,34,Privada,5759.0,937.54,0.0,0.0,2071.75,0
67095,67095,M,35,Privada,5530.14,675.19,0.0,0.0,4210.33,1
2400,2400,F,32,Pública,5291.0,841.97,0.0,0.0,4147.87,0
35476,35476,F,34,Pública,5463.0,574.19,0.0,0.0,3575.11,0
19809,19809,M,33,Privada,5677.0,1103.67,0.0,0.0,2599.99,0
52347,52347,M,35,Privada,6283.76,555.73,0.0,0.0,492.85,1
36661,36661,F,32,Pública,5116.0,651.12,0.0,0.0,1929.93,0
74548,74548,F,29,Privada,5355.7,377.9,0.0,0.0,7655.0,1
2774,2774,M,30,Pública,5469.0,604.21,0.0,0.0,0.0,0
46106,46106,M,34,Privada,5686.94,911.38,0.0,0.0,5050.24,1
80145,80145,M,33,Autônomo,5689.0,572.22,0.0,0.0,1855.16,0
38349,38349,F,31,Pública,5147.0,500.39,0.0,0.0,3037.19,0
5531,5531,F,30,Privada,5304.74,389.34,0.0,0.0,6640.48,1
62392,62392,F,31,Pública,5313.0,710.18,0.0,0.0,0.0,0
90627,90627,M,33,Privada,6136.0,865.19,0.0,0.0,1997.47,0
19009,19009,F,30,Privada,5336.0,616.47,0.0,0.0,2574.96,0
70446,70446,F,31,Privada,5630.0,829.04,0.0,0.0,4200.15,0
25337,25337,M,33,Privada,5782.98,452.99,0.0,0.0,3673.47,1
20487,20487,M,36,Privada,6122.0,1057.74,0.0,0.0,3334.37,0
64730,64730,F,27,Privada,5003.88,624.37,0.0,0.0,906.72,1
33696,33696,M,33,Pública,5703.0,594.9,16889.61,12559.72,0.0,0
82111,82111,M,31,Privada,5674.0,805.82,0.0,0.0,3472.75,0
93366,93366,F,34,Pública,5516.0,960.14,0.0,0.0,3958.17,0
33714,33714,M,32,Pública,5834.0,1201.95,0.0,0.0,3018.11,0
77731,77731,M,30,Autônomo,5361.0,615.91,0.0,0.0,3703.02,0
80716,80716,F,30,Privada,5106.0,627.06,0.0,0.0,3086.25,0
6412,6412,M,37,Privada,6209.0,928.96,0.0,0.0,3961.68,0
70530,70530,F,30,Privada,5365.0,1089.81,0.0,0.0,4684.81,0
81966,81966,M,31,Pública,5447.82,836.89,0.0,0.0,3964.07,1
73646,73646,M,31,Privada,5517.0,976.19,0.0,0.0,3207.01,0
99641,99641,M,36,Privada,6072.0,1145.32,0.0,0.0,2151.57,0
48244,48244,F,34,Privada,5345.0,573.46,0.0,0.0,5025.43,0
36315,36315,F,29,Autônomo,5248.88,420.4,0.0,0.0,1939.67,1
50072,50072,M,37,Privada,5892.74,588.97,0.0,0.0,4300.5,1
55153,55153,F,30,Pública,5425.0,1179.67,0.0,0.0,686.01,0
36208,36208,M,33,Privada,5552.68,703.69,0.0,0.0,5480.4,1
72990,72990,F,31,Privada,5119.0,617.5,0.0,0.0,4408.29,0
63604,63604,M,27,Autônomo,5096.0,705.57,0.0,0.0,0.0,0
2617,2617,M,36,Privada,6200.0,953.1,0.0,0.0,2528.66,0
8674,8674,F,29,Privada,5066.0,567.01,0.0,0.0,293.78,0
61545,61545,M,36,Privada,6047.0,1010.88,0.0,0.0,3046.37,0
39763,39763,F,33,Privada,5282.0,559.97,0.0,0.0,1583.8,0
19191,19191,F,34,Privada,5594.0,1278.58,0.0,0.0,2502.36,0
3483,3483,M,37,Privada,5891.0,866.89,17483.89,9888.17,0.0,0
36721,36721,M,35,Privada,6014.0,913.63,0.0,0.0,2334.77,0
32100,32100,M,36,Privada,6057.0,897.28,17988.8,6982.49,0.0,0
43409,43409,F,27,Autônomo,4821.6,631.49,0.0,0.0,1348.52,1
63895,63895,M,32,Privada,5826.0,1171.29,0.0,0.0,6777.65,0
69780,69780,F,34,Privada,5831.0,742.12,0.0,0.0,4088.36,0
47257,47257,F,29,Autônomo,5002.0,872.07,0.0,0.0,855.1,0
19791,19791,M,30,Pública,5425.0,1042.6,0.0,0.0,2587.63,0
6126,6126,F,34,Privada,5672.24,492.76,0.0,0.0,4488.61,1
90475,90475,F,25,Privada,5157.0,1003.67,0.0,0.0,7619.62,0
20003,20003,M,30,Autônomo,5241.0,695.4,15399.89,15400.94,0.0,0
46504,46504,F,30,Pública,5071.0,489.39,0.0,0.0,2013.23,0
17163,17163,F,30,Privada,5372.0,549.96,0.0,0.0,0.0,0
36348,36348,F,29,Privada,4980.0,830.66,0.0,0.0,3280.1,0
67483,67483,M,31,Autônomo,5616.0,682.64,0.0,0.0,3366.05,0
8533,8533,F,30,Privada,5387.0,1121.53,0.0,0.0,4570.69,0
48654,48654,F,35,Privada,6103.0,1171.32,0.0,0.0,4021.45,0
2875,2875,F,29,Pública,5394.0,1108.75,0.0,0.0,3117.62,0
49112,49112,M,35,Privada,6069.14,798.12,0.0,0.0,2391.86,1
15697,15697,M,33,Privada,5653.0,617.95,16924.99,11376.72,0.0,0
45838,45838,F,29,Pública,5038.0,759.81,0.0,0.0,2716.54,0
70339,70339,F,26,Autônomo,5033.0,877.07,0.0,0.0,4627.97,0
94308,94308,M,33,Privada,5530.0,754.81,16499.13,20520.39,0.0,0
8616,8616,F,28,Autônomo,4633.0,810.88,0.0,0.0,2100.04,0
59172,59172,M,33,Privada,5764.0,1027.36,0.0,0.0,1219.7,0
82011,82011,F,38,Privada,5926.06,873.74,0.0,0.0,5652.55,1
7852,7852,F,33,Pública,5623.0,937.38,0.0,0.0,0.0,0
76701,76701,M,35,Privada,5881.0,1033.5,0.0,0.0,1609.73,0
79199,79199,F,31,Autônomo,4789.26,310.43,0.0,0.0,624.25,1
66150,66150,M,34,Privada,5688.0,903.48,0.0,0.0,1242.94,0
5334,5334,F,35,Privada,5851.0,1179.3,0.0,0.0,3541.71,0
97788,97788,M,38,Privada,6162.0,1177.8,0.0,0.0,3778.38,0
69680,69680,M,36,Privada,6044.0,1266.78,17633.74,11094.33,0.0,0
95363,95363,M,31,Pública,5368.0,785.71,0.0,0.0,3098.28,0
82088,82088,F,34,Autônomo,5225.36,428.57,0.0,0.0,3352.82,1
71530,71530,F,32,Privada,5242.0,623.99,0.0,0.0,5112.42,0
77799,77799,M,33,Pública,5535.0,797.76,0.0,0.0,3789.39,0
42710,42710,M,31,Pública,5179.3,608.57,0.0,0.0,4982.45,1
43986,43986,F,30,Privada,5407.0,884.43,0.0,0.0,2346.64,0
79749,79749,M,34,Privada,5602.66,648.68,0.0,0.0,7008.59,1
39256,39256,F,27,Autônomo,4410.98,502.03,0.0,0.0,3901.75,1
13768,13768,M,32,Privada,5543.86,642.73,0.0,0.0,6291.63,1
62965,62965,M,34,Privada,6010.0,924.88,0.0,0.0,10.36,0
49078,49078,F,28,Autônomo,4677.54,467.27,0.0,0.0,5410.3,1
83477,83477,F,27,Pública,4990.0,634.75,0.0,0.0,399.25,0
82129,82129,M,32,Privada,5581.0,1091.9,0.0,0.0,5799.46,0
47628,47628,F,31,Privada,5129.0,565.16,15503.19,9436.51,0.0,0
62890,62890,M,33,Privada,5806.0,765.99,0.0,0.0,4402.03,0
50165,50165,M,28,Pública,5198.0,756.89,0.0,0.0,1171.17,0
27317,27317,M,31,Privada,5796.0,842.87,16867.13,13506.75,0.0,0
26550,26550,F,32,Pública,5760.0,1011.85,0.0,0.0,955.67,0
7287,7287,F,33,Privada,5684.0,534.5,0.0,0.0,823.23,0
80553,80553,F,23,Autônomo,4567.0,491.4,0.0,0.0,1568.42,0
70052,70052,M,32,Privada,5491.92,614.92,0.0,0.0,7142.55,1
56295,56295,F,27,Autônomo,4778.0,321.89,0.0,0.0,0.0,0
81195,81195,F,35,Privada,5897.64,873.66,0.0,0.0,3428.69,1
97022,97022,F,26,Autônomo,4595.22,481.9,0.0,0.0,4644.39,1
9786,9786,M,31,Pública,5300.0,1015.38,0.0,0.0,1299.76,0
96168,96168,M,29,Pública,5254.0,628.12,0.0,0.0,4186.79,0
28245,28245,M,35,Privada,5880.0,633.85,0.0,0.0,2262.13,0
78741,78741,F,34,Pública,5875.0,835.87,0.0,0.0,2092.97,0
88430,88430,F,28,Autônomo,4803.96,515.87,0.0,0.0,3993.39,1
10928,10928,M,34,Privada,5708.0,981.66,0.0,0.0,1646.29,0
44788,44788,F,30,Privada,5134.0,1005.66,0.0,0.0,2170.99,0
37683,37683,F,30,Privada,5334.0,757.17,0.0,0.0,3075.22,0
8285,8285,M,35,Privada,5691.0,1005.6,0.0,0.0,1745.25,0
